#
# Filename : /home/foohm/BAP/SOLVER/EXPT/database/d192/trans092.dat
# Date of creation : Sat Aug 22 04:19:51 1998
# Created using : /home/foohm/BAP/SOLVER/EXPT/bin/GenTrans
# Random seed = 6923542
# Algo = 1
# Traffic File : /home/foohm/BAP/SOLVER/EXPT/temp/traf.tmp
# Vessel File : /home/foohm/BAP/SOLVER/EXPT/database/d192/ves092.dat
#

_NUM_VES
251

_TRANS_MAT
0 7 20
0 19 27
0 62 17
0 151 7
0 219 28
0 247 5
1 18 4
1 103 3
1 151 25
1 185 13
2 53 16
2 143 10
2 225 4
3 57 44
3 79 1
4 75 2
4 84 16
4 103 4
4 179 10
4 229 13
5 122 28
5 186 17
6 58 20
6 133 4
6 200 21
7 33 21
7 160 31
8 11 34
8 14 1
8 123 17
9 0 14
9 82 2
9 83 23
9 94 4
9 231 2
10 72 24
10 88 21
11 64 20
11 82 9
11 177 6
11 205 4
11 223 6
12 4 3
12 20 8
12 121 21
12 176 13
13 66 21
13 110 17
13 111 14
14 3 40
14 53 12
15 17 17
15 154 4
15 167 17
15 181 7
16 162 4
16 184 9
16 237 32
17 27 9
17 45 36
18 41 10
18 136 12
18 167 23
19 88 9
19 134 11
19 165 32
20 0 5
20 55 25
20 250 15
21 11 11
21 29 21
21 99 20
22 3 5
22 50 40
23 73 11
23 173 12
23 179 10
23 225 12
24 76 23
24 104 4
24 119 6
24 225 7
24 231 12
25 38 3
25 67 8
25 96 1
25 158 28
25 229 3
25 231 9
26 9 24
26 102 3
26 158 2
26 233 23
27 61 12
27 91 4
27 117 1
27 186 35
28 1 26
28 31 17
28 244 9
29 91 24
29 147 21
30 132 7
30 166 45
31 10 11
31 52 1
31 99 8
31 126 7
31 137 9
31 182 9
32 48 21
32 207 24
33 191 45
34 69 30
34 185 22
35 109 28
35 194 24
36 6 7
36 101 45
37 107 11
37 111 2
37 130 7
37 177 3
37 205 9
37 214 7
37 221 2
37 234 11
38 27 12
38 31 2
38 94 3
38 141 14
38 209 2
38 234 12
39 65 5
39 155 40
40 64 9
40 137 1
40 175 30
40 211 5
41 139 8
41 152 44
42 26 6
42 61 2
42 106 5
42 138 2
42 140 4
42 185 11
43 5 23
43 26 3
43 50 8
43 86 18
44 82 11
44 131 7
44 208 2
