#
# Filename : /home/foohm/BAP/SOLVER/EXPT/database/d181/trans081.dat
# Date of creation : Sat Aug 22 04:19:40 1998
# Created using : /home/foohm/BAP/SOLVER/EXPT/bin/GenTrans
# Random seed = 6923542
# Algo = 1
# Traffic File : /home/foohm/BAP/SOLVER/EXPT/temp/traf.tmp
# Vessel File : /home/foohm/BAP/SOLVER/EXPT/database/d181/ves081.dat
#

_NUM_VES
167

_TRANS_MAT
0 9 4
0 25 9
0 40 11
0 55 11
0 61 5
0 69 10
0 70 1
0 71 7
0 83 20
0 108 1
0 119 4
0 123 16
0 130 4
0 146 1
1 70 33
1 136 11
1 143 1
2 34 25
2 81 18
2 84 1
2 131 1
3 12 17
3 30 15
3 131 13
4 42 10
4 88 5
4 130 9
4 137 4
4 148 17
5 0 3
5 27 16
5 36 10
5 108 1
5 118 1
5 157 8
5 161 13
6 5 3
6 44 21
6 45 4
6 58 7
6 79 10
7 67 11
7 80 15
7 94 2
7 146 17
8 35 13
8 119 32
9 74 15
9 101 2
9 123 13
9 148 15
10 24 35
10 60 10
11 21 9
11 45 24
11 77 12
11 108 5
11 121 2
12 87 40
12 142 11
12 153 1
13 31 47
13 137 5
14 60 42
14 134 3
15 83 9
15 93 3
15 113 10
15 139 7
15 157 1
16 6 20
16 12 26
16 121 6
17 86 24
17 88 11
17 102 17
18 20 20
18 22 17
18 55 2
18 112 8
18 137 5
19 15 12
19 103 40
20 0 25
20 61 3
20 104 11
20 132 6
21 15 18
21 16 2
21 41 27
21 115 3
21 156 2
22 73 12
22 79 3
22 126 30
23 8 7
23 101 5
23 107 12
23 117 11
23 149 17
24 43 9
24 74 2
24 90 11
24 137 18
24 155 12
25 59 24
25 116 14
25 141 7
26 86 2
26 131 25
26 157 18
27 38 10
27 55 3
27 113 26
27 122 1
27 130 5
28 67 1
28 77 18
28 78 9
28 84 14
28 94 3
29 12 9
29 112 21
30 55 28
30 59 9
30 95 3
30 115 5
31 2 3
31 26 24
31 126 4
31 146 12
31 147 9
32 130 6
32 161 39
33 38 5
33 45 10
33 57 23
33 101 14
34 96 4
34 98 15
34 115 4
34 121 22
35 64 4
35 73 23
35 112 4
35 130 21
36 21 38
36 70 7
37 13 3
37 49 24
37 118 18
38 40 8
38 93 6
38 111 38
39 33 24
39 127 28
40 61 18
40 67 34
41 33 14
41 97 32
41 123 6
42 5 3
42 13 6
42 44 8
42 134 13
43 41 4
43 95 6
43 124 16
43 127 4
44 93 21
44 134 10
44 166 21
45 40 3
45 50 22
45 62 2
45 157 18
46 149 28
46 150 24
47 40 15
47 48 15
47 70 7
47 83 4
47 108 4
48 3 13
48 79 39
49 135 45
50 40 12
50 83 4
50 122 4
50 132 6
50 146 19
51 49 6
51 83 14
51 94 3
51 100 12
51 141 17
52 51 19
52 75 17
52 84 7
52 166 2
53 118 26
53 160 10
53 164 16
54 0 19
54 5 14
54 14 12
55 17 18
55 19 27
56 32 15
56 74 4
56 106 11
57 23 13
57 35 32
57 45 5
57 90 2
58 42 20
58 125 11
58 145 14
59 10 17
59 17 28
60 32 26
60 34 20
60 37 3
60 70 3
61 11 6
61 22 9
61 51 3
61 53 5
61 116 29
62 104 7
62 113 16
62 129 3
62 134 19
63 48 10
63 140 20
64 85 31
64 101 6
64 125 8
65 29 25
65 122 27
66 81 3
66 104 27
67 32 4
67 46 41
67 165 7
68 7 14
68 13 6
68 19 25
69 45 2
69 89 8
69 136 2
69 160 17
69 163 16
70 0 20
70 76 2
70 162 30
71 6 11
71 22 17
71 129 24
72 8 9
72 29 5
72 76 27
72 120 4
72 125 7
73 39 15
73 62 3
73 65 27
73 72 7
74 26 12
74 31 5
74 47 11
74 72 8
74 127 9
75 4 38
75 66 4
75 129 10
76 62 11
76 103 12
76 144 9
76 158 13
77 36 27
77 56 18
78 76 2
78 86 13
78 90 13
78 127 7
78 132 10
79 7 9
79 95 43
80 11 30
80 63 15
81 10 7
81 92 23
82 75 6
82 109 39
82 118 7
83 106 16
83 136 24
83 139 12
84 43 10
84 48 20
85 54 6
85 100 3
85 144 43
86 38 9
86 62 20
86 85 14
86 127 3
86 148 6
87 33 4
87 76 2
87 94 24
87 129 8
87 139 3
87 153 4
88 66 26
88 85 7
88 120 12
89 1 20
89 146 3
89 164 29
90 10 2
90 37 3
90 88 18
90 124 29
91 98 9
91 163 36
92 10 18
92 13 6
92 17 6
92 24 17
92 160 5
93 49 15
93 141 15
94 0 13
94 37 5
94 39 14
94 54 13
95 1 3
95 27 29
95 140 10
95 152 10
96 74 24
96 92 21
97 90 5
97 142 8
97 165 32
98 143 9
98 156 36
99 47 23
99 48 3
99 68 4
100 3 17
100 110 35
101 2 4
101 153 18
101 158 23
102 2 22
102 6 14
102 131 9
103 56 10
103 112 12
103 151 30
104 14 7
104 75 10
104 100 18
104 110 10
105 119 9
105 128 21
106 2 16
106 54 21
106 84 8
106 164 7
107 91 27
107 106 18
108 53 44
108 153 1
109 13 10
109 33 10
109 61 25
110 25 30
110 155 15
111 39 7
111 51 7
111 71 38
112 7 12
112 58 18
112 69 15
113 4 7
113 47 11
113 90 21
113 99 12
113 131 1
115 21 5
115 75 19
115 127 1
115 128 19
115 152 1
116 48 4
116 154 48
117 65 23
117 82 26
117 91 3
118 54 5
118 59 1
118 108 30
118 116 9
118 156 7
119 11 13
119 115 20
119 126 12
120 36 8
120 41 6
120 86 9
120 115 7
121 1 1
121 5 29
122 41 15
122 56 2
122 159 35
123 11 3
123 46 11
123 67 6
123 102 6
123 138 26
124 8 4
124 57 28
124 97 13
126 39 16
126 147 36
127 10 1
127 50 16
127 58 20
127 77 15
128 18 24
128 150 21
129 22 2
129 43 11
129 64 19
129 142 3
129 159 10
130 1 14
130 78 28
130 155 3
131 59 11
131 68 41
132 82 24
132 120 14
132 148 7
133 69 20
133 106 7
133 115 6
133 128 5
133 165 7
134 71 1
134 89 44
135 152 34
136 16 44
136 111 8
137 30 30
137 44 13
137 81 9
138 7 2
138 111 6
138 132 23
138 139 14
139 23 15
139 78 8
139 91 15
139 158 7
140 25 6
140 37 2
140 101 18
140 125 4
141 3 15
141 64 22
141 65 2
141 160 13
142 7 6
142 18 28
142 166 11
143 51 22
143 142 23
144 37 4
144 117 41
144 135 7
145 71 6
145 131 3
145 153 21
146 16 6
146 44 10
146 88 8
146 98 21
146 122 7
147 38 19
147 86 4
147 122 13
147 139 9
148 13 6
148 37 26
148 141 13
149 72 37
149 92 8
150 13 15
150 105 30
151 14 26
151 52 1
151 53 3
152 35 4
152 57 1
152 62 9
152 88 3
152 109 6
152 137 20
152 158 2
153 52 41
153 108 4
154 26 9
154 35 3
154 38 9
154 51 1
154 82 2
154 94 13
154 123 1
154 133 14
155 23 24
155 165 6
156 8 23
156 102 22
157 52 3
157 63 15
157 76 12
157 136 15
158 28 26
158 96 19
159 28 19
159 50 7
159 138 19
160 7 1
160 96 22
160 100 19
160 154 3
162 1 7
162 8 2
162 87 5
162 133 31
163 80 30
163 123 16
163 126 6
164 7 1
164 143 35
164 145 16
165 107 33
165 154 1
165 166 18
166 37 2
166 73 17
166 99 18
166 162 15

