#
# Filename : /home/foohm/BAP/SOLVER/EXPT/temp_ves.tmp
# Date of creation : Sat Aug 22 04:18:02 1998
# Created using : BAP System Version 1.0
# Parameters : NIL
# Input File : ves-new.dat
#

_NUM_VES 
97

_WINDOW
84

_TRGT_ABD 
0

_REAL_ABD
0.378978

# Vessel Data 
# <vessel id> <class> <length> <width> <draft> 

_VESSEL
0 5 Port Null 0 0 0
1 1 ves2 voy2 163 0 0
2 1 ves3 voy3 147 0 0
3 0 ves4 voy4 73 0 0
4 0 ves5 voy5 74 0 0
5 0 ves6 voy6 71 0 0
6 0 ves7 voy7 65 0 0
7 0 ves8 voy8 70 0 0
8 0 ves9 voy9 63 0 0
9 0 ves10 voy10 71 0 0
10 0 ves11 voy11 66 0 0
11 0 ves12 voy12 70 0 0
12 0 ves13 voy13 66 0 0
13 0 ves14 voy14 65 0 0
14 0 ves15 voy15 73 0 0
15 0 ves16 voy16 67 0 0
16 1 ves17 voy17 165 0 0
17 0 ves18 voy18 76 0 0
18 0 ves19 voy19 64 0 0
19 0 ves20 voy20 70 0 0
20 0 ves21 voy21 74 0 0
21 1 ves22 voy22 154 0 0
22 0 ves23 voy23 74 0 0
23 0 ves24 voy24 65 0 0
24 0 ves25 voy25 69 0 0
25 1 ves26 voy26 145 0 0
26 0 ves27 voy27 77 0 0
27 0 ves28 voy28 67 0 0
28 0 ves29 voy29 70 0 0
29 1 ves30 voy30 148 0 0
30 0 ves31 voy31 71 0 0
31 1 ves32 voy32 145 0 0
32 0 ves33 voy33 77 0 0
33 0 ves34 voy34 75 0 0
34 1 ves35 voy35 162 0 0
35 0 ves36 voy36 73 0 0
36 1 ves37 voy37 161 0 0
37 0 ves38 voy38 71 0 0
38 1 ves39 voy39 139 0 0
39 1 ves40 voy40 164 0 0
40 0 ves41 voy41 71 0 0
41 1 ves42 voy42 136 0 0
42 0 ves43 voy43 64 0 0
43 0 ves44 voy44 65 0 0
44 1 ves45 voy45 155 0 0
45 0 ves46 voy46 68 0 0
46 0 ves47 voy47 76 0 0
47 0 ves48 voy48 71 0 0
48 1 ves49 voy49 150 0 0
49 1 ves2 voy2 147 0 0
50 1 ves3 voy3 139 0 0
51 0 ves4 voy4 63 0 0
52 0 ves5 voy5 71 0 0
53 0 ves6 voy6 71 0 0
54 0 ves7 voy7 68 0 0
55 0 ves8 voy8 65 0 0
56 0 ves9 voy9 72 0 0
57 0 ves10 voy10 68 0 0
58 0 ves11 voy11 75 0 0
59 0 ves12 voy12 67 0 0
60 0 ves13 voy13 75 0 0
61 0 ves14 voy14 74 0 0
62 0 ves15 voy15 67 0 0
63 0 ves16 voy16 73 0 0
64 1 ves17 voy17 146 0 0
65 0 ves18 voy18 66 0 0
66 0 ves19 voy19 67 0 0
67 0 ves20 voy20 75 0 0
68 0 ves21 voy21 77 0 0
69 1 ves22 voy22 149 0 0
70 0 ves23 voy23 65 0 0
71 0 ves24 voy24 77 0 0
72 0 ves25 voy25 72 0 0
73 1 ves26 voy26 142 0 0
74 0 ves27 voy27 76 0 0
75 0 ves28 voy28 66 0 0
76 0 ves29 voy29 76 0 0
77 1 ves30 voy30 139 0 0
78 0 ves31 voy31 66 0 0
79 1 ves32 voy32 149 0 0
80 0 ves33 voy33 65 0 0
81 0 ves34 voy34 66 0 0
82 1 ves35 voy35 135 0 0
83 0 ves36 voy36 70 0 0
84 1 ves37 voy37 162 0 0
85 0 ves38 voy38 72 0 0
86 1 ves39 voy39 151 0 0
87 1 ves40 voy40 156 0 0
88 0 ves41 voy41 72 0 0
89 1 ves42 voy42 152 0 0
90 0 ves43 voy43 74 0 0
91 0 ves44 voy44 69 0 0
92 1 ves45 voy45 151 0 0
93 0 ves46 voy46 74 0 0
94 0 ves47 voy47 70 0 0
95 0 ves48 voy48 71 0 0
96 1 ves49 voy49 140 0 0

# Vessel Schedule
# <vessel id> <arrival> <departure> <duration> <delay>

_VES_SCHEDULE
0 1 85 84 0
1 7 14 7 0
2 73 80 7 0
3 60 63 3 0
4 81 83 2 0
5 5 8 3 0
6 34 36 2 0
7 37 40 3 0
8 48 50 2 0
9 61 65 4 0
10 18 21 3 0
11 48 51 3 0
12 47 51 4 0
13 64 66 2 0
14 33 36 3 0
15 72 75 3 0
16 28 34 6 0
17 25 28 3 0
18 80 83 3 0
19 50 54 4 0
20 9 12 3 0
21 10 16 6 0
22 53 56 3 0
23 64 66 2 0
24 56 59 3 0
25 31 36 5 0
26 63 65 2 0
27 42 44 2 0
28 69 72 3 0
29 18 23 5 0
30 15 18 3 0
31 40 46 6 0
32 67 70 3 0
33 33 37 4 0
34 14 21 7 0
35 26 29 3 0
36 5 12 7 0
37 33 36 3 0
38 47 53 6 0
39 9 14 5 0
40 38 41 3 0
41 29 36 7 0
42 77 80 3 0
43 74 76 2 0
44 46 51 5 0
45 25 28 3 0
46 53 55 2 0
47 24 27 3 0
48 45 51 6 0
49 4 10 6 0
50 58 63 5 0
51 24 27 3 0
52 73 76 3 0
53 34 38 4 0
54 38 41 3 0
55 27 29 2 0
56 73 76 3 0
57 50 53 3 0
58 66 69 3 0
59 20 23 3 0
60 26 29 3 0
61 50 54 4 0
62 15 19 4 0
63 27 29 2 0
64 76 81 5 0
65 53 56 3 0
66 78 81 3 0
67 6 8 2 0
68 63 66 3 0
69 1 7 6 0
70 24 27 3 0
71 68 71 3 0
72 80 83 3 0
73 29 34 5 0
74 76 78 2 0
75 73 77 4 0
76 57 61 4 0
77 62 68 6 0
78 64 67 3 0
79 58 64 6 0
80 25 28 3 0
81 5 8 3 0
82 57 62 5 0
83 6 9 3 0
84 35 40 5 0
85 14 18 4 0
86 15 21 6 0
87 36 42 6 0
88 14 17 3 0
89 40 45 5 0
90 55 58 3 0
91 20 23 3 0
92 36 41 5 0
93 8 10 2 0
94 61 64 3 0
95 2 5 3 0
96 65 70 5 0
