#
# Filename : /home/foohm/BAP/SOLVER/EXPT/database/d101/trans001.dat
# Date of creation : Sat Aug 22 04:18:00 1998
# Created using : /home/foohm/BAP/SOLVER/EXPT/bin/GenTrans
# Random seed = 6923542
# Algo = 1
# Traffic File : /home/foohm/BAP/SOLVER/EXPT/temp/traf.tmp
# Vessel File : /home/foohm/BAP/SOLVER/EXPT/database/d101/ves001.dat
#

_NUM_VES
97

_TRANS_MAT
0 20 29
0 40 7
0 45 8
0 53 8
1 38 23
1 45 7
1 87 15
2 18 15
2 32 12
2 34 2
2 59 9
2 69 2
2 93 5
3 6 13
3 18 30
3 59 9
4 1 11
4 0 4
4 42 7
4 81 2
4 84 10
4 88 11
5 9 22
5 16 9
5 46 7
5 75 14
6 15 4
6 18 4
6 49 29
6 51 8
6 57 4
6 70 3
7 13 45
8 3 3
8 54 20
8 61 7
8 81 3
8 87 12
9 22 11
9 53 36
9 72 5
10 18 3
10 21 3
10 67 12
10 68 3
10 77 9
11 51 29
11 94 16
12 7 11
12 55 3
12 59 3
12 83 6
12 96 7
13 24 8
13 96 44
14 29 45
14 30 7
15 26 17
15 32 25
15 87 3
16 3 26
16 32 13
16 50 6
17 1 14
17 23 6
17 30 18
17 48 5
17 56 1
17 96 1
18 14 32
18 45 18
18 78 2
19 43 6
19 55 27
19 56 2
19 66 10
20 17 21
20 93 31
21 72 22
21 77 8
22 17 24
22 34 28
23 1 15
23 44 30
24 13 7
24 16 7
24 30 19
24 33 11
24 48 1
25 40 33
25 41 11
25 83 8
26 79 20
26 94 29
26 95 3
27 6 6
27 64 13
27 77 26
28 16 5
28 34 8
28 50 22
28 55 7
28 71 3
29 2 36
29 80 9
30 58 22
30 95 30
31 23 8
31 25 9
31 30 8
31 39 17
31 48 3
32 25 18
32 38 17
32 45 7
32 86 10
33 45 4
33 50 8
33 63 6
33 68 2
33 74 14
33 89 11
34 7 1
34 49 16
34 80 35
35 61 20
35 77 1
35 83 7
35 84 2
36 19 35
36 68 10
37 12 30
37 33 14
37 51 8
38 36 31
38 37 13
38 84 8
39 16 2
39 45 8
39 63 34
39 83 8
40 23 16
40 76 2
40 78 4
40 89 23
41 62 29
41 70 23
42 47 7
42 68 16
42 73 17
42 85 12
43 15 37
43 39 8
44 15 4
44 36 14
44 38 12
45 3 11
45 33 11
45 76 13
45 77 8
45 79 9
46 41 41
46 89 11
47 25 23
47 58 22
48 5 8
48 43 7
48 56 19
48 72 11
49 0 31
49 4 14
50 22 8
50 31 19
50 80 1
50 83 6
50 90 11
51 21 10
51 46 8
51 73 11
51 75 8
51 78 8
52 55 11
52 61 2
52 65 5
52 86 31
52 95 3
53 5 6
53 27 10
53 68 18
53 85 11
54 2 9
54 8 6
54 28 7
54 0 15
54 63 12
54 64 3
55 19 10
55 71 42
56 39 27
56 54 3
56 66 7
56 91 15
57 55 4
57 56 26
58 27 27
58 52 3
58 59 22
59 0 1
59 81 47
59 86 4
60 48 7
60 70 13
60 76 30
60 88 2
61 0 13
61 8 13
61 85 5
61 91 14
62 47 35
62 85 10
63 11 9
63 16 8
63 21 2
63 42 18
63 61 11
63 93 4
64 11 36
64 50 8
64 68 3
64 93 5
65 64 17
65 69 28
66 10 30
66 54 13
66 95 9
67 5 7
67 6 4
67 16 14
67 26 3
67 70 2
68 8 4
68 21 3
68 25 2
68 54 1
68 62 12
68 92 30
69 3 12
69 8 9
69 46 8
69 91 23
70 43 14
70 66 27
70 0 11
71 24 7
71 28 38
72 24 2
72 35 26
72 52 17
73 26 16
73 48 29
73 95 7
74 7 33
74 21 12
75 4 26
75 52 4
76 22 22
76 33 9
76 69 4
76 72 7
76 83 10
77 60 12
77 65 40
78 6 29
78 56 2
78 57 3
78 0 18
79 22 11
79 67 18
79 0 16
80 37 34
80 61 4
80 76 7
81 27 8
81 73 21
81 88 23
82 61 1
82 64 4
82 73 3
82 0 37
84 24 28
84 75 8
84 88 9
85 46 29
85 59 9
85 0 7
86 31 26
86 90 19
87 0 7
87 57 23
88 23 15
88 52 12
88 69 18
89 5 17
89 8 13
89 64 15
90 5 14
90 26 16
91 4 1
91 43 18
91 56 2
91 74 31
92 1 5
92 84 25
93 14 20
93 37 5
93 58 8
93 62 4
93 66 8
95 35 4
95 60 40
95 82 8

