#
# Filename : /home/foohm/BAP/SOLVER/EXPT/database/d189/trans089.dat
# Date of creation : Sat Aug 22 04:19:47 1998
# Created using : /home/foohm/BAP/SOLVER/EXPT/bin/GenTrans
# Random seed = 6923542
# Algo = 1
# Traffic File : /home/foohm/BAP/SOLVER/EXPT/temp/traf.tmp
# Vessel File : /home/foohm/BAP/SOLVER/EXPT/database/d189/ves089.dat
#

_NUM_VES
209

_TRANS_MAT
0 25 2
0 57 10
0 62 20
0 65 3
0 70 9
0 83 35
0 88 4
0 105 9
0 128 5
1 11 6
1 31 2
1 82 1
1 95 22
1 183 14
2 38 11
2 125 21
2 168 12
2 172 1
3 36 4
3 47 19
3 121 13
3 164 9
4 101 3
4 168 25
4 180 2
5 54 15
5 102 15
6 0 20
6 14 25
7 0 1
7 131 17
7 179 27
8 57 13
8 70 4
8 79 14
8 83 7
8 123 1
8 167 13
9 52 18
9 195 27
10 6 6
10 36 1
10 115 27
10 190 8
10 194 10
11 12 5
11 84 20
11 104 7
11 145 13
11 192 7
12 10 12
12 36 2
12 41 1
12 128 21
12 151 7
12 161 7
12 187 2
13 112 25
13 164 20
14 95 18
14 159 6
14 182 6
15 37 2
15 115 14
15 116 19
15 201 10
16 178 45
17 132 24
17 196 9
17 200 12
18 21 19
18 32 8
18 128 21
18 170 4
19 7 2
19 20 20
19 38 17
19 81 13
20 55 13
20 117 10
20 125 19
20 129 3
21 63 30
21 151 18
21 191 4
22 40 9
22 78 36
23 3 8
23 48 1
23 73 15
23 74 6
24 4 3
24 142 27
24 155 22
25 61 13
25 98 39
26 16 19
26 19 5
26 79 6
26 203 15
27 3 10
27 17 4
27 67 11
27 184 27
28 46 12
28 58 2
28 161 31
29 20 7
29 53 15
29 152 30
30 7 2
30 24 3
30 72 27
30 150 13
31 10 15
31 35 13
31 47 17
32 13 4
32 129 5
32 130 22
32 151 16
32 180 5
33 25 17
33 36 4
33 65 9
33 87 7
33 169 8
34 70 37
34 96 7
34 124 1
35 59 34
35 93 16
35 131 2
36 42 45
36 164 7
37 136 44
37 169 1
38 93 26
38 135 26
39 96 21
39 139 31
40 107 30
40 111 7
40 168 8
41 91 15
41 180 15
41 196 22
42 13 7
42 109 21
42 147 2
42 185 15
43 30 23
43 74 29
44 45 22
44 106 4
44 117 4
45 103 8
45 173 8
45 206 26
45 208 3
46 93 3
46 165 38
46 208 11
47 43 6
47 86 39
48 147 43
48 148 2
49 75 48
49 115 4
50 102 30
50 105 12
50 135 2
50 186 1
51 31 43
51 108 2
52 38 2
52 110 10
52 143 40
53 138 18
53 153 19
53 195 8
54 19 24
54 143 11
54 162 17
55 63 1
55 70 2
55 118 30
55 134 4
55 199 15
56 32 9
56 41 14
56 43 12
56 84 5
56 128 5
57 7 20
57 153 1
57 204 24
58 29 26
58 88 1
58 172 14
58 183 1
58 187 3
59 53 15
59 60 13
59 148 24
60 1 38
60 117 12
60 188 2
61 155 20
61 189 22
61 201 7
61 207 3
62 36 21
62 56 16
62 163 8
63 11 40
63 171 12
64 40 2
64 76 27
64 97 2
64 100 3
64 185 18
65 181 26
65 208 4
66 153 6
66 183 1
66 187 33
66 197 5
67 49 4
67 80 17
67 150 17
67 161 7
68 78 16
68 166 13
68 184 1
69 64 26
69 66 19
70 27 27
70 60 25
71 77 7
71 158 38
72 2 11
72 143 1
72 170 20
72 207 20
73 55 39
73 83 5
73 204 8
74 50 20
74 59 11
74 161 7
74 183 7
75 114 29
75 173 23
76 8 15
76 151 2
76 172 13
77 46 15
77 71 13
77 91 1
77 146 16
78 46 4
78 64 6
78 99 25
78 133 17
79 10 14
79 25 13
79 114 1
79 173 2
80 41 11
80 43 11
80 57 10
80 74 3
80 124 5
80 129 5
81 2 11
81 47 4
81 127 30
82 58 30
82 149 14
82 195 1
83 88 4
83 95 5
83 145 17
83 206 26
84 18 13
84 97 14
84 178 7
84 182 11
85 6 18
85 139 12
86 39 40
86 77 5
87 18 3
87 23 14
87 66 18
87 76 3
87 165 7
88 92 23
88 114 22
89 62 21
89 112 3
89 186 27
89 194 1
91 10 4
91 25 3
91 28 10
91 36 2
91 62 1
91 112 6
91 167 4
92 13 18
92 21 27
93 16 23
93 89 8
93 171 21
94 124 36
94 191 9
95 77 27
95 113 7
95 118 11
96 25 2
96 29 12
96 73 2
96 101 20
96 130 9
97 65 9
97 113 21
98 15 29
98 154 16
99 22 2
99 25 4
99 173 9
99 202 30
100 32 1
100 60 1
100 132 3
100 146 1
100 177 5
100 192 11
100 203 8
101 2 16
101 18 16
101 82 20
102 45 21
102 51 24
103 27 7
103 122 1
103 190 44
104 58 9
104 154 36
105 0 12
105 51 3
105 126 30
106 119 28
106 179 3
106 192 14
107 84 1
107 207 29
108 39 4
108 90 22
108 103 4
109 111 32
109 172 2
109 186 18
110 37 21
110 103 1
110 149 23
111 54 8
111 64 11
111 77 6
111 97 7
111 192 4
111 195 16
112 120 1
112 134 27
112 153 24
113 73 12
113 163 6
113 197 5
113 208 22
114 122 37
114 185 15
115 110 32
115 186 6
115 208 7
116 41 19
116 105 3
116 123 21
116 146 5
116 184 4
117 160 22
117 180 30
118 25 11
118 30 13
118 119 13
118 120 1
118 157 5
118 170 9
119 81 15
119 169 24
119 201 13
120 44 10
120 97 7
120 106 3
120 133 10
121 80 15
121 88 8
121 130 10
121 133 18
121 146 1
122 59 5
122 104 32
122 105 8
123 9 6
123 24 12
123 36 10
123 81 17
123 160 3
123 187 4
124 49 17
124 71 28
125 5 28
125 109 11
125 181 4
125 187 2
126 52 5
126 141 2
126 188 10
126 189 13
127 53 15
127 201 15
128 34 1
128 85 5
128 90 22
128 167 24
129 63 3
129 64 9
129 73 13
129 111 13
129 188 1
129 205 6
130 28 9
130 67 30
130 139 2
130 191 11
131 4 13
131 20 18
131 63 18
131 169 3
132 5 2
132 151 9
132 188 33
132 198 1
133 60 13
133 83 5
133 100 1
133 185 4
133 193 16
133 204 6
134 2 5
134 26 12
134 34 14
134 129 9
134 137 5
135 112 18
135 138 19
135 172 8
136 13 16
136 24 7
136 38 10
136 51 12
137 3 27
137 67 4
137 94 11
137 189 10
138 59 2
138 79 3
138 106 22
138 132 4
138 159 7
138 197 7
139 57 12
139 74 7
139 148 26
141 15 7
141 32 13
141 108 25
142 137 30
142 160 5
142 182 10
143 1 7
143 12 28
143 124 3
143 188 6
143 196 8
144 34 23
144 193 29
145 45 2
145 101 6
145 203 22
146 26 4
146 40 15
146 150 1
146 157 25
147 134 14
147 141 31
148 37 22
148 68 30
149 122 7
149 176 45
150 23 16
150 92 19
150 94 10
151 0 20
151 101 2
151 199 30
152 39 5
152 52 2
152 109 20
152 136 1
152 191 2
153 6 21
153 163 31
154 19 6
154 58 4
154 84 3
154 118 11
154 120 28
155 14 5
155 40 19
155 51 6
155 92 3
155 99 13
155 100 6
156 71 4
156 191 26
157 15 9
157 19 9
157 123 12
158 94 9
158 144 26
158 159 17
159 28 4
159 52 5
159 73 10
159 119 11
160 17 29
160 84 1
161 35 7
161 174 45
162 84 4
162 103 26
163 121 39
163 156 6
164 33 27
164 50 25
165 66 8
165 129 23
165 132 14
166 24 7
166 87 38
166 99 7
167 46 9
167 72 25
167 84 11
167 93 7
168 32 7
168 33 6
168 69 3
168 88 5
168 91 14
168 200 10
169 10 3
